job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
"'Hot, reduced and without export'",https://www.textilzeitung.at/business/news/duesseldorf-fashion-days-heiss-reduziert-und-ohne-export-13240,Austria,2020-10-23,[],['Freyberg'],"""We are anticipating dramatic cuts and are currently searching through all processes for the possibility of increasing efficiency,"" comments Freyberg.",546,German,[],'13. August 2020',TextilZeitung - Business,Austria,11
"'""Trade without gastronomy and tourism cannot work""'",https://www.textilzeitung.at/business/news/handel-ohne-gastronomie-und-tourismus-kann-nicht-funktionieren-12308,Austria,2020-10-23,[],[],We have cut our fixed costs by half in order to remain operational.,529,German,['half'],'28. April 2020',TextilZeitung - Business,Austria,11
'Downsizing at s.Oliver - also in Austria',https://www.textilzeitung.at/business/news/personalabbau-bei-s.oliver--auch-in-oesterreich-12210,Austria,2020-10-23,[],[],"You have already been informed about the redundancies. """,514,German,[],"'March 26, 2020'",TextilZeitung - Business,Austria,11
"'Brax: ""The crisis sharpens the view for realities""'",https://www.textilzeitung.at/business/news/interview-die-krise-schaerft-den-blick-fuer-realitaeten-13116,Austria,2020-10-23,[],[],"You have announced that you will cut 140 jobs, and material costs will also be reduced.",538,German,['140'],"'July 06, 2020'",TextilZeitung - Business,Austria,11
'Record rise of 7.1% in the number of job seekers in March in France',"https://be.fashionnetwork.com/news/Hausse-record-de-7-1-du-nombre-de-demandeurs-d-emploi-en-mars-en-France,1210901.html",Belgium,2020-10-23,[],[],10.8 million employees protected by partial unemployment,922,French,['10.8 million'],"'Apr 27, 2020', 'Apr 27, 2020'",Fashion Network Belgium - Business News,Belgium,8
"'As deconfinement approaches, the idea of \u200b\u200bregionalization under discussion', 'See as well'","https://be.fashionnetwork.com/news/A-l-approche-du-deconfinement-l-idee-d-une-regionalisation-en-discussion,1209800.html",Belgium,2020-10-23,[],[],10 million partial unemployment wages,918,French,['10 million'],"'23 Apr 2020', '23 Apr 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'New record for weekly jobless claims in the United States', 'See as well'","https://be.fashionnetwork.com/news/Nouveau-record-des-demandes-hebdomadaires-d-allocations-chomage-aux-Etats-Unis,1204225.html",Belgium,2020-10-23,"['Weekly', 'last week', 'Thursday']","['AFP', 'United', 'States', 'Labor', 'Department', 'Thursday']","4/2/2020 - (AFP) - Weekly claims for unemployment benefits in the United States hit a new record last week, with 6.6 million new claims, the Labor Department said on Thursday.",1006,French,['6.6 million'],"'Apr 2, 2020', 'Apr 2, 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
'France: Revaluation of 0.40% of unemployment benefits on July 1',"https://be.fashionnetwork.com/news/France-Revalorisation-de-0-40-des-allocations-chomage-au-1er-juillet,1227813.html",Belgium,2020-10-23,[],[],"About three million people, or 92% of job seekers receiving unemployment insurance benefits, will benefit from this small boost, bringing the minimum allowance to 29.38 euros per day, compared to 29.26 currently.",730,French,"['About three million', '29.38', '29.26']","'June 30, 2020', 'June 30, 2020'",Fashion Network Belgium - Business News,Belgium,8
"'Marks and Spencer is saving money to cushion the shock of the pandemic', 'See as well'","https://be.fashionnetwork.com/news/Marks-and-Spencer-fait-des-economies-pour-amortir-le-choc-de-la-pandemie,1217377.html",Belgium,2020-10-23,[],[],"Above all, he explains that the workforce will be examined at all levels, suggesting that possible job cuts will take place.",840,French,[],"'May 20, 2020', 'May 20, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'""Clear decline"" of partial unemployment in May, not yet return to normal, according to Pénicaud', 'See as well'","https://be.fashionnetwork.com/news/-Decrue-manifeste-du-chomage-partiel-en-mai-pas-encore-de-retour-a-la-normale-selon-Penicaud,1224531.html",Belgium,2020-10-23,"['Wednesday', 'April', 'March']","['Wednesday', 'Department', 'Studies', 'Statistics', 'Ministry', 'Labor', 'Dares', 'April', 'March']","According to data released Wednesday by the Department of Studies and Statistics of the Ministry of Labor (Dares), the number of partial unemployment workers stood at 8.7 million in April and 7.2 million in March.",754,French,"['8.7 million', '7.2 million']","'June 17, 2020', 'June 17, 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'Conde Nast France wants to close Glamor magazine', 'See as well'","https://be.fashionnetwork.com/news/Conde-Nast-France-veut-fermer-le-magazine-Glamour,1178611.html",Belgium,2020-10-23,[],['Mind'],"According to Mind, the group has internally announced its intention to proceed with a plan collective redundancies for economic reasons relating to 25 positions and the end of its collaboration with 6 regular external collaborators.",1232,French,"['25', '6']","'Jan 22, 2020', 'Jan 22, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'In the United States, the worrying balance sheet of fashion companies suffering', 'See as well'","https://be.fashionnetwork.com/news/Aux-Etats-Unis-l-inquietant-bilan-des-entreprises-de-mode-en-souffrance,1226956.html",Belgium,2020-10-23,[],[],"According to the American press, she would have laid off nearly 60 people and reduced her studio to the strict minimum.",712,French,['nearly 60'],"'June 29, 2020', 'June 29, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
'The French increasingly fear the economic crisis linked to Covid-19',"https://be.fashionnetwork.com/news/Les-Francais-redoutent-de-plus-en-plus-la-crise-economique-liee-au-Covid-19,1210312.html",Belgium,2020-10-23,[],[],"According to the barometer, nearly half (44%) of private sector workers believe their business will suffer from this epidemic, which they believe could result in layoffs or even bankruptcies.",890,French,['nearly half'],"'Apr 26, 2020', 'Apr 26, 2020'",Fashion Network Belgium - Business News,Belgium,8
"'Stella McCartney forced to restructure', 'See as well'","https://be.fashionnetwork.com/news/Stella-McCartney-contrainte-a-se-restructurer,1232944.html",Belgium,2020-10-23,[],['WWD'],"According to the document cited by WWD, some staff have been asked to take pay cuts ""for an extended period"" while the designer has completely foregone her earnings during the pandemic.",674,French,[],"'Jul 21, 2020', 'Jul 21, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
'Muriel Pénicaud denounces companies that have uncivil behavior',"https://be.fashionnetwork.com/news/Muriel-Penicaud-tance-les-entreprises-qui-ont-un-comportement-incivique,1198849.html",Belgium,2020-10-23,['2009'],"['Ministry', 'Labor', 'Germany']","According to the Ministry of Labor, the partial activity will ultimately concern ""much more than two million people"" and we must compare this figure of 15% to ""1.2% of hours in partial unemployment in 2009 and 4.3% in Germany at the same time.",1078,French,['more than two million'],"'19 mars 2020', '19 mars 2020'",Fashion Network Belgium - Business News,Belgium,8
"'Coronavirus: more than 3 million work stoppages, according to Health Insurance'","https://be.fashionnetwork.com/news/Coronavirus-plus-de-3-millions-d-arrets-de-travail-selon-l-Assurance-maladie,1209273.html",Belgium,2020-10-23,[],"['Ministry', 'Labor']","According to the Ministry of Labor, this will affect more than two million people, which will be added to the 10.2 million employees already in partial unemployment.",894,French,"['more than two million', '10.2 million']","'22 Apr 2020', '22 Apr 2020'",Fashion Network Belgium - Business News,Belgium,8
"'Are the Asian factories of Primark, Mango and Zara laying off their unionized workers?', 'See as well'","https://be.fashionnetwork.com/news/Les-usines-asiatiques-de-Primark-Mango-et-Zara-licencient-elles-leurs-employes-syndiques-,1222779.html",Belgium,2020-10-23,['three days'],"['Huabo', 'Times', 'Pathein']","According to union leaders and expert observers, the Huabo Times factory in Pathein fired four union executives and 103 union members three days after the union was registered.",789,French,"['four', '103']","'June 10, 2020', 'June 10, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
'Muriel Pénicaud denounces companies that have uncivil behavior',"https://be.fashionnetwork.com/news/Muriel-Penicaud-tance-les-entreprises-qui-ont-un-comportement-incivique,1198849.html",Belgium,2020-10-23,[],[],A challenge all the more so as criticisms are raised on the possibility for employers to access the service allowing the declaration of request for partial unemployment.,1081,French,[],"'19 mars 2020', '19 mars 2020'",Fashion Network Belgium - Business News,Belgium,8
"'The government establishes a ""state of health emergency"" in the face of ""an unprecedented crisis""', 'See as well'","https://be.fashionnetwork.com/news/Le-gouvernement-instaure-un-etat-d-urgence-sanitaire-face-a-une-crise-sans-precedent-,1198456.html",Belgium,2020-10-23,['a week ago'],[],"A corrective finance bill was also presented which takes into account the emergency measures announced a week ago in the face of the shock, including partial unemployment compensation.",1099,French,[],"'19 mars 2020', '19 mars 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'6% contraction of the economy in the first quarter, according to the Banque de France', 'See as well'","https://be.fashionnetwork.com/news/Contraction-de-6-de-l-economie-au-premier-trimestre-selon-la-Banque-de-France,1205557.html",Belgium,2020-10-23,['annual'],"['GDP', 'INSEE']","activity, each fortnight of confinement could cut the annual growth of the gross domestic product (GDP) by 1.5 percentage points, estimated the French central bank, echoing the forecasts of INSEE.",986,French,['fortnight'],"'Apr 8, 2020', 'Apr 8, 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'La Halle is cutting back in its workforce', 'See as well'","https://be.fashionnetwork.com/news/La-Halle-taille-de-nouveau-dans-ses-effectifs,1182326.html",Belgium,2020-10-23,['2015'],[],A cut of 175 stores was also carried out in 2015.,1189,French,['175'],"'Feb 3 2020', 'Feb 3 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'Without shirts, wedding dresses or tourists, laundries and dry cleaners are struggling to start again', 'See as well'","https://be.fashionnetwork.com/news/Sans-chemises-robes-de-mariage-ni-touristes-les-blanchisseries-et-pressings-peinent-a-repartir,1231901.html",Belgium,2020-10-23,[],[],"Adaptation measures which, as in many other sectors, could go as far as redundancies, and if this is not enough, business failures are required.",689,French,[],"'Jul 17, 2020', 'Jul 17, 2020', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'The giants of the tech assert their power in favor of the ""Great containment""'","https://be.fashionnetwork.com/news/Les-geants-de-la-tech-assoient-leur-puissance-a-la-faveur-du-Grand-confinement-,1210493.html",Belgium,2020-10-23,[],"['Google', 'Facebook']","Advertising, the sinews of war for Google and Facebook, is one of the first budgets cut by companies in difficulty.",911,French,[],"'Apr 26, 2020', 'Apr 26, 2020'",Fashion Network Belgium - Business News,Belgium,8
"'The French economy ""under anesthesia"", according to INSEE', 'See as well'","https://be.fashionnetwork.com/news/L-economie-francaise-sous-anesthesie-selon-l-Insee,1209716.html",Belgium,2020-10-23,['Wednesday'],"['Wednesday', 'Minister', 'Labor', 'Muriel', 'Pénicaud']",A figure consistent with that of 10 million employees on partial unemployment given Wednesday by the Minister of Labor Muriel Pénicaud.,913,French,['10 million'],"'23 Apr 2020', '23 Apr 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'31 jobs threatened at Grazia, which stops its weekly publication', 'See as well'","https://be.fashionnetwork.com/news/31-postes-menaces-chez-Grazia-qui-arrete-sa-parution-hebdomadaire,1225158.html",Belgium,2020-10-23,"['last year', 'weekly']","['AFP', 'Reworld', 'Media', 'Grazia', 'digital']","(AFP) - Reworld Media, which bought Grazia magazine last year, has decided to cease weekly publication of the magazine to focus on digital and will cut 31 jobs, including the entire magazine team, according to an account - meeting report consulted by AFP.",763,French,['31'],"'June 19, 2020', 'June 19, 2020', '', '', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
"'Reforms: facing the social partners, Castex opens its social agenda', 'See as well'","https://be.fashionnetwork.com/news/Reformes-face-aux-partenaires-sociaux-Castex-ouvre-son-agenda-social,1230103.html",Belgium,2020-10-23,['Thursday and Friday'],"['Parliament', 'Jean', 'Castex', 'Matignon', 'Thursday', 'Friday']","After the baptism of fire in Parliament, the social agenda: Jean Castex continues his accelerated learning of Matignon by receiving the social partners on Thursday and Friday, a prelude to the reopening of the explosive files of pensions and unemployment insurance.",694,French,[],"'Jul 9, 2020', 'Jul 9, 2020', '', '', '', '', '', '', '', '', '', ''",Fashion Network Belgium - Business News,Belgium,8
